Title,Summary,Case type,Market sector,Outcome type,Closed date,Archive URL,,
Academy Music Holdings Ltd / Hamsard 2786 Ltd / Live Nation (Music) UK Ltd / Gaiety Investments Ltd ,OFT closed case: Anticipated acquisition of a controlling interest in Academy Music Holdings Limited by Hamsard 2786 Limited (a company jointly controlled by Live Nation (Music) UK Limited and Gaiety Investments Limited) ,Mergers,Recreation and Leisure,Mergers - phase 1 referral,20-Aug-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/hamsard,,
IPC Media Ltd / Horse Deals Ltd ,OFT closed case: Anticipated acquisition by IPC Media Ltd of Horse Deals Ltd ,Mergers,Paper printing and packaging,Mergers - phase 1 referral,15-Aug-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/ipc,,
Hampden Agencies Ltd / Christie Brockbank Shipton Private Capital Ltd ,OFT closed case: Completed acquisition of the members’ agency business of Christie Brockbank Shipton Private Capital Limited by Hampden Agencies Limited ,Mergers,Distribution and Service Industries,Mergers - phase 1 referral,13-Jul-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/hampden,,
Pan Fish ASA / Marine Harvest NV ,OFT closed case: Proposed acquisition by Pan Fish ASA of Marine Harvest NV ,Mergers,"Agriculture, environment and natural resources",Mergers - phase 1 referral,5-Jul-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/panfish,,
Stericycle International LLC / Sterile Technologies Group Ltd ,OFT closed case: Completed acquisition by Stericycle International LLC of Sterile Technologies Group Limited ,Mergers,Distribution and Service Industries,Mergers - phase 1 referral,27-Jun-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/stericycle,,
Safenet Inc / nCipher plc ,OFT closed case: Anticipated acquisition by Safenet Inc of nCipher plc ,Mergers,Electronics Industry,Mergers - phase 1 referral,29-Mar-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/safenet,,
Stagecoach Bus Holdings Ltd / Braddell plc ,"OFT closed case: Completed joint venture between Stagecoach Bus Holdings Limited and Braddell plc in relation to Megabus.com, Motorvator and Scottish Citylink brands ",Mergers,Transport,Mergers - phase 1 referral,15-Mar-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/stagecoach,,
Railway Investments Ltd / Marcroft Holdings Ltd and Marcroft Engineering Ltd ,OFT closed case: Completed acquisition by Railway Investments Limited (a wholly owned subsidiary of English Welsh & Scottish Holdings Limited) of Marcroft Holdings Limited and Marcroft Engineering Limited,Mergers,Engineering,Mergers - phase 1 referral,6-Feb-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/railway_investments_ltd,,
Thrane and Thrane A/S / Nera ASA ,OFT closed case: Completed acquisition by Thrane and Thrane A/S of the mobile satellite communication activities of Nera ASA ,Mergers,Telecommunications,Mergers - phase 1 referral,31-Oct-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/thrane,,
P.H. Glatfelter Company / J.R. Crompton Ltd ,OFT closed case: Anticipated acquisition by P.H. Glatfelter Company of certain assets of J.R. Crompton Limited ,Mergers,Paper printing and packaging,Mergers - phase 1 referral,1-May-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/glatfelter,,
Veolia ES Holdings plc / Cleanaway Holding Ltd ,OFT closed case: Anticipated acquisition by Veolia ES Holdings plc of Cleanaway Holding Limited,Mergers,Distribution and Service Industries,Mergers - phase 1 referral,24-Aug-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/veolia,,
Transocean Inc. / GlobalSantaFe Corporation ,OFT closed case: Completed merger between Transocean Inc. and GlobalSantaFe Corporation ,Mergers,Oil and Gas refining and Petrochemicals,Mergers - phase 1 clearance with undertakings in lieu,11-Apr-08,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2007/516034,,
Co-operative Group (CWS) Ltd / United Co-operatives Ltd ,OFT closed case: Anticipated merger between Co-operative Group (CWS) Limited and United Co-operatives Limited ,Mergers,Distribution and Service Industries,Mergers - phase 1 clearance with undertakings in lieu,5-Nov-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2007/Co-op,,
Lloyds Pharmacy Ltd / Independent Pharmacy Care Centres plc ,OFT closed case: Merger between Lloyds Pharmacy Limited and Independent Pharmacy Care Centres plc ,Mergers,Pharmaceuticals,Mergers - phase 1 clearance with undertakings in lieu,23-Aug-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2007/lloyds,,
Flybe Group Ltd / BA Connect / British Airways plc ,OFT closed case: Anticipated acquisition by Flybe Group Limited of the BA Connect business of British Airways plc ,Mergers,Aerospace,Mergers - phase 1 clearance with undertakings in lieu,20-Jun-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2007/Flybe,,
Inchcape plc / European Motor Holdings plc ,OFT closed case: Completed acquisition by Inchcape plc of European Motor Holdings plc ,Mergers,Motor Industry,Mergers - phase 1 clearance with undertakings in lieu,18-May-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2007/Inchcape,,
Co-operative Group Ltd / Fairways Group UK Ltd ,OFT closed case: Completed acquisition by the Co-operative Group (CWS) Limited of Fairways Group UK Limited ,Mergers,Distribution and Service Industries,Mergers - phase 1 clearance with undertakings in lieu,1-Oct-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/coop2,,
Boots plc / Alliance UniChem plc ,OFT closed case: Anticipated (since completed) acquisition by Boots Group plc of Alliance Unichem plc ,Mergers,Healthcare and medical equipment,Mergers - phase 1 clearance with undertakings in lieu,30-Mar-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/boots,,
Aggregate Industries Ltd / Foster Yeoman Ltd ,OFT closed case: Completed acquisition by Aggregate Industries Limited of Foster Yeoman Limited,Mergers,"Mineral extraction, mining and quarrying",Mergers - phase 1 clearance with undertakings in lieu,22-Dec-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/aggregate,,
Pendragon Plc / Reg Vardy Plc ,OFT closed case: Completed acquisition by Pendragon plc of Reg Vardy plc ,Mergers,Motor Industry,Mergers - phase 1 clearance with undertakings in lieu,19-Oct-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/pendragon,,
Johnston Press plc / Local Press Ltd ,OFT closed case: Completed acquisition by Johnston Press plc of Local Press Ltd,Mergers,Paper printing and packaging,Mergers - phase 1 clearance with undertakings in lieu,5-Oct-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/johnston3,,
National Express Group PLC / Prism Rail PLC ,OFT closed case: Accepted variation to the undertakings given by National Express Group plc when it acquired Prism Rail plc. ,Mergers,Transport,Mergers - phase 1 clearance with undertakings in lieu,2-Aug-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/national,,
Gala Leisure Ltd / County Properties / Development Ltd ,OFT closed case: Completed acquisition by Gala Leisure Limited of County Properties and Development Ltd ,Mergers,Recreation and Leisure,Mergers - phase 1 clearance with undertakings in lieu,30-Jul-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/Gala2,,
Tetra Laval Group / Carlisle Process Systems ,OFT closed case: Anticipated acquisition by Tetra Laval Group of part of Carlisle Process Systems ,Mergers,Food manufacturing,Mergers - phase 1 clearance with undertakings in lieu,19-Jul-06,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2006/tetra,,
British Sky Broadcasting Group plc / ITV plc ,OFT closed case: Acquisition by British Sky Broadcasting Group plc of a 17.9 per cent stake in ITV plc ,Mergers,Communications,,27-Apr-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2007/BSkyB,,
General Electric Company / Smiths Aerospace ,OFT closed case: Anticipated acquisition by The General Electric Company of Smiths Aerospace,Mergers,Defence,,10-Apr-07,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/decisions/2007/general-electric,,
