Title,Summary,Outcome type,Market sector,Closed date,Archive URL,,
Bayard Capital Partners PTY Ltd / Landis and GYR ,OFT closed case: Completed acquisition by Bayard Capital Partners PTY Ltd of Landis and GYR,Mergers - Phase 1 clearance,Electronics industry,15-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/bayard,,
Morley Electric Motors Ltd / ATB Austria Antriebstechnik AG ,OFT closed case: Anticipated acquisition of Morley Electric Motors Ltd by ATB Austria Antriebstechnik AG,Mergers - phase 1 found not to qualify,Electronics industry,12-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/ATB,,
SIG plc / Orion Trent Holdings Ltd ,OFT closed case: Completed acquisition by SIG plc of Orion Trent Holdings Ltd,Mergers - Phase 1 clearance,Retail and wholesale,11-Nov-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/sig,,
Dadco Alumina and Chemicals Ltd / Aluminium Oxid Stade GmbH ,OFT closed case: Completed acquisition by Dadco Alumina & Chemicals Ltd of sole control of Aluminium Oxid Stade GmbH,Mergers - Phase 1 clearance,Chemicals ,28-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/dadco,,
Tindle Newspapers Ltd / UKRD's shareholding in Delta Radio Ltd ,OFT closed case: Anticipated acquisition by Tindle Newspapers Ltd of UKRD's shareholding in Delta Radio Ltd,Mergers - phase 1 found not to qualify,Communications ,27-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/tindle2,,
Associated British Foods plc / Burns Philp ,OFT closed case: Completed acquisition by Associated British Foods plc of Burns Philp's international yeast and bakery ingredients businesses.,Mergers - phase 1 found not to qualify,Retail and wholesale,26-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/associated-british,,
J Sainsbury plc / Jacksons Stores Ltd ,OFT closed case: Completed acquisition by J Sainsbury plc of Jacksons Stores Ltd,Mergers - Phase 1 clearance,Retail and wholesale,25-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/jsainsbury,,
Tesco plc / WM Morrison Supermarkets plc. ,OFT closed case: Anticipated acquisition by Tesco plc of 10 stores from WM Morrison Supermarkets plc,Mergers - Phase 1 clearance,Retail and wholesale,17-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/tesco2,,
Scottish and Southern Electric plc / Fiddler's Ferry and Ferrybridge Power Stations ,OFT closed case: Completed acquisition by Scottish and Southern Electric plc of Fiddler's Ferry and Ferrybridge Power Stations,Mergers - Phase 1 clearance,Utilities,15-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/scottish2,,
Napier Brown Foods plc / James Budgett Sugars Ltd ,OFT closed case: Completed acquisition by Napier Brown Foods plc of James Budgett Sugars Ltd,Mergers - phase 1 reference,Retail and wholsesale,12-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/napier,,
Welsh Rugby Union / Ever 2033 Ltd ,OFT closed case: Completed acquisituion by Welsh Rugby Union of Ever 2033 Ltd,Mergers - Phase 1 clearance,Recreation and leisure,12-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/welsh-rugby,,
HSBC Holdings plc / Marks & Spencer Retail Financial Services Holdings Ltd ,OFT closed case: Anticipated acquisition by HSBC Holdings plc of Marks & Spencer Retail Financial Services Holdings Ltd,Mergers - Phase 1 clearance,Financial services,11-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/marks-spencer,,
Telegraph Group Ltd / Press Acquisitions Ltd ,OFT closed case: Completed acquisition of Telegraph Group Ltd by Press Acquisitions Ltd,Mergers - Phase 1 clearance,Communications ,10-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/telegraph,,
Asda Stores Ltd / WM Morrison Supermarkets plc ,OFT closed case: Anticipated acquisition by Asda Stores Ltd of four one-stop stores from WM Morrison Supermarkets plc,Mergers - Phase 1 clearance,Retail and wholsesale,6-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/asda,,
Collins Stewart Tullett plc / FPG Holdings Ltd ,OFT closed case: Anticipated acquisition by Collins Stewart Tullett plc of FPG Holdings Ltd,Mergers - Phase 1 clearance,Financial services,6-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/collins,,
Greene King plc / Laurel Pub Holdings Ltd ,OFT closed case: Completed acquisition by Greene King plc of Laurel Pub Holdings Ltd,Mergers - phase 1 clearance with undertakings in lieu,Recreation and leisure,5-Oct-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/greene-king,,
Finmeccanica S.p.A. / AgustaWestland N.V. ,OFT closed case: Anticipated acquisition by Finmeccanica S.p.A. of full control of AgustaWestland N.V.,,Defence ,29-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/Finmeccanica-Agusta,,
Musgrave Investments plc / Londis (Holdings) Ltd ,OFT closed case: Completed acquisition by Musgrave Investments plc of Londis (Holdings) Ltd,Mergers - Phase 1 clearance,Retail and wholsesale,29-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/musgrave,,
Anglo American plc / Johnston Group plc ,OFT closed case: Anticipated acquisition by Anglo American plc of Johnston Group plc,Mergers - phase 1 reference,"Mineral extraction, mining and quarrying",28-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/anglo,,
Serviced Dispense Equipment Ltd / Coors Brewers Ltd ,OFT closed case: Anticipated acquisition by Serviced Dispense Equipment Ltd of the technical services function of Coors Brewers Ltd,Mergers - phase 1 reference,Distribution and Service Industries,28-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/serviced-dispense,,
Midland Quarry Products Ltd / Hanson Quarry Products Europe Ltd ,OFT closed case: Anticipated acquisition by Midland Quarry Products Ltd of the Griff Quarry currently owned by Hanson Quarry Products Europe Ltd,Mergers - Phase 1 clearance,"Mineral extraction, mining and quarrying",26-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/midland-quarry,,
Young's Bluecrest Seafood Ltd / Macrae Food Group Ltd and Pan European Seafoods UK Ltd ,OFT closed case: Completed acquisition by Young's Bluecrest Seafood Ltd of Macrae Food Group Ltd and Pan European Seafoods UK Ltd,Mergers - Phase 1 clearance,Food manufacturing,26-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/youngs,,
OD2 / Loudeye Corporation ,OFT closed case: Acquisition of OD2 by Loudeye Corporation,Mergers - phase 1 found not to qualify,Recreation and leisure,23-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/Loudeye,,
Alexander Dennis Ltd / Transbus Ltd ,OFT closed case: Completed acquisition by Alexander Dennis Ltd of Transbus Ltd,Mergers - Phase 1 clearance,Motor Industry ,22-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/alexander-dennis,,
TBH Retail Ltd / USC Group plc ,OFT closed case: Completed acquisition by TBH Retail Ltd of USC Group plc,Mergers - Phase 1 clearance,"Clothing, footwear and fashion",22-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/tbh,,
JM Huber Corporation / CP Kelco APS ,OFT closed case: Anticipated acquisition by JM Huber Corporation of CP Kelco APS,Mergers - Phase 1 clearance,Retail and wholsesale,21-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/jm-huber,,
Volker Wessels UK Ltd / Fitzpatrick plc ,OFT closed case: Completed acquisition by Volker Wessels UK Ltd of Fitzpatrick plc,Mergers - Phase 1 clearance,Building and construction,20-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/volker,,
BBC Worldwide Ltd / Woolworths Group plc ,OFT closed case: Anticipated joint venture between BBC Worldwide Ltd and Woolworths Group plc,Mergers - Phase 1 clearance,Communications,19-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/bbc,,
Cholet Acquisitions 2 Ltd / Shanks Group plc ,OFT closed case: Completed acquisition by Cholet Acquisitions 2 Ltd of the UK landfill and energy business of Shanks Group plc,Mergers - Phase 1 clearance,Distribution and Service Industries,16-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/cholet,,
ITV plc / GMTV Ltd ,OFT closed case: Anticipated acquisition by ITV plc of 25% of GMTV Ltd.,Mergers - Phase 1 clearance,Communications,16-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/itv,,
Centrica plc / Killingholme Power Ltd ,OFT closed case: Completed acquisition by Centrica plc of Killingholme Power Ltd,Mergers - Phase 1 clearance,Utilities,15-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/centrica2,,
Hachette Livre SA / Hodder Headline Ltd ,OFT closed case: Anticipated acquisition by Hachette Livre SA of Hodder Headline Ltd,Mergers - Phase 1 clearance,Communications,14-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/hachette,,
Advanced Medical Optics Inc. / Pfizer Inc.'s Surgical Ophthalmic Business ,OFT closed case: Completed acquisition by Advanced Medical Optics Inc. of Pfizer Inc.'s Surgical Ophthalmic Business,Mergers - Phase 1 clearance,Healthcare and medical equipment,12-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/advanced-medical2,,
Arcelor SA / Corus group plc ,OFT closed case: Completed acquisition by Arcelor SA of Corus group plc's hot-rolled steel sheet piling business,Mergers - phase 1 reference,Retail and wholsesale,9-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/arcelor,,
Baugur Group / Goldsmiths Group Ltd ,OFT closed case: Completed acquisition by Baugur Group of Goldsmiths Group Ltd,Mergers - Phase 1 clearance,Retail and wholesale,9-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/baugur,,
Intercare Group plc / Eldon Laboratories Ltd ,OFT closed case: Anticipated acquisition by Intercare Group plc of Eldon Labotatories Ltd,Mergers - Phase 1 clearance,Pharmaceuticals,9-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/intercare,,
United Biscuits (UK) Ltd / Jacobs Bakery Ltd ,OFT closed case: Anticipated acquisition by United Biscuits (UK) Ltd of the Jacobs Bakery Ltd,Mergers - Phase 1 clearance,Food manufacturing,9-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/united-biscuits,,
Hanco ATM Systems Ltd and Hanco Automated Teller Machines B.V. / Royal Bank of Scotland Group plc ,OFT closed case: Acquisition of Hanco ATM Systems Ltd and Hanco Automated Teller Machines B.V. by The Royal Bank of Scotland Group plc,Mergers - Phase 1 clearance,Financial services,7-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/RBS,,
Lenzing AG / Tencel Holding ltd ,OFT closed case: Completed aquisition by Lenzing AG of Tencel Holding ltd,Mergers - Phase 1 clearance,Retail and wholsesale,6-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/lenzing,,
Staffware plc / Tibco Software Inc ,OFT closed case: Acquisition of Staffware plc by Tibco Software Inc,Mergers - phase 1 found not to qualify,Electronics industry,1-Sep-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/Tibco,,
Apax Europe V fund / SSL International plc ,OFT closed case: Completed acquisition by the Apax Europe V fund of the Regent Infection Control and Wound Management businesses of SSL International plc,Mergers - phase 1 found not to qualify,Healthcare and medical equipment,26-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/apax,,
Otis Ltd / Estec Ltd ,OFT closed case: Completed acquisition by Otis Ltd of Estec Ltd,Mergers - Phase 1 clearance,Distribution and Service Industries,19-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/otis2,,
Royal Institute of Chartered Surveyors / Institute of Chartered Foresters ,OFT closed case: Anticipated acquisition by the Royal Institute of Chartered Surveyors of the Institute of Chartered Foresters,Mergers - Phase 1 clearance,Distribution and Service Industries,19-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/royal-institute,,
ISIS Asset Management plc / Foreign & Colonial Group (Holdings) Ltd ,OFT closed case: Anticipated merger of ISIS Asset Management plc and Foreign & Colonial Group (Holdings) Ltd,Mergers - Phase 1 clearance,Financial services,18-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/isis,,
Morse plc / Diagonal plc ,OFT closed case: Anticipated acquisition by Morse plc of Diagonal plc,Mergers - phase 1 found not to qualify,Electronics industry,18-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/morse,,
National Grid Transco plc / Crown Castle UK Holding Ltd ,OFT closed case: Anticipated acquisition by National Grid Transco plc of Crown Castle UK Holding Ltd,Mergers - Phase 1 clearance,Telecommunications,15-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/national-grid,,
Norbord NV / Genk Mill of Agglo NV ,OFT closed case: Anticipated acquisition by Norbord NV of The Genk Mill of Agglo NV,Mergers - Phase 1 clearance,Retail and wholesale,12-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/norbord,,
IBM United Kingdom / Schlumberger Business Continuity Services ,OFT closed case: Completed acquisition by IBM United Kingdom of Schlumberger Business Continuity Services,Mergers - Phase 1 clearance,Distribution and Service Industries,8-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/ibm,,
Dixons Group plc / Micro Warehouse Ltd ,OFT closed case: Completed acquisition by Dixons Group plc of Micro Warehouse Ltd,Mergers - Phase 1 clearance,Retail and wholesale,6-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/dixons,,
Scottishpower plc / Damhead Creek Ltd ,OFT closed case: Completed acquisition by Scottish Power plc of Damhead Creek Ltd,Mergers - Phase 1 clearance,Utilities,4-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/scottish-power2,,
British Sugar plc / Billington Food Group Ltd ,OFT closed case: Anticipated acquisition by British Sugar plc of the Billington Food Group Ltd,Mergers - Phase 1 clearance,Food manufacturing,3-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/british-sugar,,
DS Smith plc / BPB plc ,OFT closed case: Anticipated acquisition by DS Smith plc of certain assets of BPB plc,Mergers - Phase 1 clearance,Paper printing and packaging,3-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/dsdmith2,,
Arriva plc / Sovereign Bus and Coach Company Ltd ,OFT closed case: Anticipated acquisition by Arriva plc of the assets of the Hertfordshire bus operations of Sovereign Bus and Coach Company Ltd,Mergers - phase 1 reference,Transport,2-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/arriva,,
Schneider Electric SA / Andover Controls Corporation ,OFT closed case: Completed acquisition by Schneider Electric SA of Andover Controls Corporation,Mergers - phase 1 found not to qualify,Electronics industry,2-Aug-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/schneider,,
Babcock International Group plc / Peterhouse Group plc ,OFT closed case: Completed acquisition by Babcock International Group plc of Peterhouse Group plc,Mergers - Phase 1 clearance,Distribution and Service Industries,28-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/babcock,,
Armstrong Pumps Ltd / Plant Energy Systems Ltd ,OFT closed case: Completed acquisition by Armstrong Pumps Ltd of Plant Energy Systems Ltd,Mergers - phase 1 found not to qualify,Distribution and Service Industries,26-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/armstrong,,
Admiral Pub Company / Enterprise Inns plc ,OFT closed case: Completed acquisition of 239 pubs by Admiral Pub Company from Enterprise Inns plc,Mergers - phase 1 found not to qualify,Recreation and leisure,22-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/admiral,,
First Technology plc / MST Technology and EnviteC-Wismar GmbH Umweltschutz und Medizintechnik ,"OFT closed case: Completed acquisitions by First Technology plc of (1) MST Technology, and (2) 90% of the issued share capital of EnviteC-Wismar GmbH Umweltschutz und Medizintechnik",Mergers - phase 1 found not to qualify,Electronics Industry,22-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/first-technology2,,
Research Machines plc / Sentinel Products Ltd ,OFT closed case: Completed acquisition by Research Machines plc of Sentinel Products Ltd,Mergers - Phase 1 clearance,Electronics Industry,22-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/research-machines,,
Thomson Corporation / TradeWeb Group LLC ,OFT closed case: Completed acquisition by the Thomson Corporation of TradeWeb Group LLC,Mergers - Phase 1 clearance,Distribution and Service Industries,22-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/thomson,,
CCL Industries (UK) Ltd / RAR SA ,"OFT closed case: Anticipated joint venture between CCL Industries (UK) Ltd and RAR, SA",Mergers - phase 1 found not to qualify,Paper printing and packaging,20-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/ccl-industries,,
Staples Inc / Globus Office World ,OFT closed case: Proposed acquisition by Staples Inc of Globus Office World,Mergers - Phase 1 clearance,Retail and wholesale,20-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/staples,,
Tindle Newspapers / Y Cymro and Radio Ceredigion ,OFT closed case: Completed acquisition by Tindle Newspapers of Y Cymru and Radio Ceredigion,Mergers - phase 1 found not to qualify,Communications,19-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/tindle,,
West Midlands Co-operative Society Ltd / Wm Morrison Supermarkets plc ,"OFT closed case: Anticipated acquisition by West Midlands Co-operative Society Ltd of a grocery store in Sedgeley, West Midlands from Wm Morrison Supermarkets plc",Mergers - phase 1 found not to qualify,Retail and wholesale,18-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/west-midlands,,
Taminco N.V. / Air Products and Chemicals Inc ,OFT closed case: Anticipated acquisition by Taminco N.V. of the European Methylamines and derivatives business of Air Products and Chemicals Inc,Mergers - phase 1 reference,Chemicals ,15-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/taminco,,
International Business Machines Corporation / Candle Corporation ,OFT closed case: Completed acquisition by International Business Machines Corporation of Candle Corporation,Mergers - Phase 1 clearance,Electronics Industry,12-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402141250/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/international-business,,
Arriva plc / Wales and Borders Rail Franchise ,OFT closed case: Completed acquisition by Arriva plc of the Wales and Borders rail franchise ,Mergers - phase 1 clearance with undertakings in lieu,Transport,8-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/arriva,,
Scottish Courage Ltd / Northern Clubs' Federation Brewery Ltd. ,OFT closed case: Anticipated acquisition by Scottish Courage Ltd of the business and certain assets of Northern Clubs' Federation Brewery Ltd,Mergers - Phase 1 Clearance  ,Food manufacturing,8-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/scottish-courage,,
Genus plc / Supersires Ltd ,OFT closed case: Proposed acquisition by Genus plc of Supersires Ltd ,Mergers - Phase 1 Clearance  ,"Agriculture, environment and natural resources",7-Jul-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/genus,,
Emap plc / ABI Building Data Ltd ,OFT closed case: Completed acquisition by Emap plc of ABI Building Data Ltd,Mergers - phase 1 reference,Communications,30-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/emap2,,
GE Real Estate / Benchmark Group plc ,OFT closed case: Anticipated acquisition by GE Real Estate of Benchmark Group plc ,Mergers - phase 1 found not to qualify,Building and construction,30-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/ge-real,,
Nord Anglia plc / Leapfrog Day Nurseries plc ,OFT closed case: Completed acquisition by Nord Anglia plc of Leapfrog Day Nurseries plc,Mergers - phase 1 found not to qualify,Distribution and Service Industries,30-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/nord-anglia,,
Respironics UK Holding Company Ltd / Profile Therapeutics plc ,OFT closed case: Anticipated acquisition by Respironics UK Holding Company Ltd of Profile Therapeutics plc ,Mergers - phase 1 found not to qualify,Healthcare and medical equipment,30-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/respironics,,
Scottish and Southern Energy plc / Atlantic Electric and Gas Ltd ,OFT closed case: Acquisition by Scottish & Southern Energy plc of the assets of Atlantic Electric and Gas Ltd,Mergers - Phase 1 Clearance  ,Energy,29-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/scottish-southern2,,
Enterprise Inns plc / Unique Pub Company Ltd ,OFT closed case: Completed acquisition by Enterprise Inns plc of the outstanding equity in the Unique Pub Company Ltd ,Mergers - Phase 1 Clearance  ,Recreation and Leisure,27-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/enterprise,,
J Sainsbury plc / Wm Morrison Supermarkets plc ,OFT closed case: Anticipated acquisition by J Sainsburys plc of 14 stores from Wm Morrison Supermarkets plc ,Mergers - Phase 1 Clearance  ,Retail and wholesale,24-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/jsainsbury3,,
Securitas AB / Bell Group plc ,OFT closed case: Completed acquisition by Securitas AB of Bell Group plc ,Mergers - phase 1 found not to qualify,"Fire, police, and security",24-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/securitas,,
Pendragon plc / CD Bramall plc ,OFT closed case: Completed acquisition by Pendragon plc of CD Bramall plc ,Mergers - Phase 1 Clearance  ,Motor Industry,23-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/pendragon,,
EuroConex Technologies UK Ltd / Alliance & Leicester ,OFT closed case: Completed acquisition by EuroConex Technologies UK Ltd of Alliance & Leicester's merchant acquirer business ,Mergers - phase 1 found not to qualify,Distribution and Service Industries,22-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/euroconex,,
First Technology plc / BW Technologies Ltd ,OFT closed case: Anticipated acquisition by First Technology plc of BW Technologies Ltd ,Mergers - phase 1 found not to qualify,Electronics Industry,22-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/first-technology2,,
UCB SA / Celltech Group plc ,OFT closed case: Anticipated acquisition by UCB SA of Celltech Group plc,Mergers - phase 1 found not to qualify,Pharmaceuticals,22-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/ucb,,
Knauf Insulation Ltd / Superglass Insulation Ltd ,OFT closed case: Anticipated acquisition by Knauf Insulation Ltd of Superglass Insulation Ltd ,Mergers - phase 1 reference,Building and construction,16-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/knauf,,
Atlas Copco AB / Ingersoll-Rand Drilling Solutions ,OFT closed case: Anticipated acquisition by Atlas Copco AB of Ingersoll-Rand Drilling Solutions ,Mergers - Phase 1 Clearance  ,"Mineral extraction, mining and quarrying",15-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/atlas,,
Red Cab Taxis Ltd / Tower Taxis Ltd ,OFT closed case: Anticipated acquisition by Red Cab Taxis Ltd of Tower Taxis Ltd ,Mergers - phase 1 found not to qualify,Transport,15-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/red-cab,,
Kingspan / Atlas Access ,OFT closed case: Completed acquisition by Kingspan Group plc of Atlas Access Group ,Mergers - phase 1 found not to qualify,Building and construction,9-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/Kingspan,,
